icao,manufacturer,model,registration,engine_type,num_engines,latitude,longitude,capture_date,capture_time,year,month,day,near_airport
PA28,Piper,PA-28-161,N1036Q,Piston,1,40.91993,-74.09387,2025-07-07,19:13:10,2025,7,7,KTEB
B763,Boeing,767-3S2F,N112FE,Turbofan,2,41.191625,-73.759144,2025-07-07,21:10:14,2025,7,7,KHPN
FDCT,Flight Design Gmbh,CTSW,N107WW,2-Cycle,1,33.295781,-112.132133,2025-07-07,22:55:29,2025,7,7,KPHX
BROU,Broussard,BROUSSARD MH 1521,N1138V,Piston,1,28.37343,-81.43434,2025-07-08,09:27:04,2025,7,8,KMCO
C172,Cessna,172M,N12196,2-Cycle,1,39.561034,-104.931679,2025-07-08,10:56:41,2025,7,8,KAPA
C172,Cessna,172M,N12133,2-Cycle,1,44.762375,-93.200829,2025-07-08,13:42:34,2025,7,8,KMSP
C182,Cessna,182Q,N100CA,Piston,1,44.796754,-93.303294,2025-07-08,15:10:35,2025,7,8,KMSP
PA32,Piper,PA-32RT-300T,N10JK,Piston,1,42.446698,-70.964164,2025-07-08,19:33:14,2025,7,8,KBOS
D25,Schempp-Hirth,STANDARD AUSTRIA SH,N12052,None,0,33.688747,-111.812557,2025-07-08,20:01:01,2025,7,8,KSDL
BPAT,Edmund A Meyer Paul L Nowaske,BEARHAWK PATROL,N101EP,Piston,1,40.831857,-74.181102,2025-07-08,22:10:04,2025,7,8,KEWR
S1,Birch Robert J,PITTS S-1,N1032S,Piston,1,44.76585,-93.218481,2025-07-09,07:19:48,2025,7,9,KMSP
C172,Cessna,172S,N108ED,Piston,1,42.204825,-87.924364,2025-07-09,08:01:37,2025,7,9,KPWK
F900,Dassault Aviation,FALCON 900EX,N115KG,Turbofan,3,42.262281,-70.997866,2025-07-09,09:27:36,2025,7,9,KBOS
M20P,Mooney,M20R,N1045F,Piston,1,25.949574,-80.297056,2025-07-09,10:57:54,2025,7,9,KFLL
LNC4,Pace William R Iii,LANCAIR 360,N11ZY,Piston,1,28.389596,-81.457843,2025-07-09,11:11:23,2025,7,9,KMCO
C185,Cessna,A185F,N1099F,Piston,1,40.811196,-74.159381,2025-07-09,22:26:35,2025,7,9,KTEB
C185,Cessna,A185F,N1089F,Piston,1,33.833564,-84.156862,2025-07-10,07:04:47,2025,7,10,KPDK
C172,Cessna,172M,N113BA,2-Cycle,1,40.772455,-74.127451,2025-07-10,11:43:09,2025,7,10,KEWR
PA18,Piper,PA-18,N1081A,Piston,1,39.421778,-104.993453,2025-07-10,12:27:13,2025,7,10,KAPA
BE36,Beech,A36,N1089C,Piston,1,42.172639,-83.223064,2025-07-10,12:42:46,2025,7,10,KDTW
SR20,Cirrus Design Corp,SR20,N114BS,Piston,1,44.959203,-93.170748,2025-07-10,16:45:13,2025,7,10,KMSP
C172,Cessna,172S,N106RA,Piston,1,40.844703,-111.977666,2025-07-10,17:54:04,2025,7,10,KSLC
C150,Cessna,150J,N1058M,Piston,1,34.147446,-118.340692,2025-07-10,20:26:05,2025,7,10,KVNY
C150,Cessna,150L,N10923,Piston,1,33.588197,-112.004425,2025-07-11,07:05:08,2025,7,11,KSDL
F900,Dassault-Breguet,MYSTERE FALCON 900,N116RW,Turbofan,3,33.800844,-118.421012,2025-07-11,08:39:14,2025,7,11,KLAX
BE9L,Beech,C90A,N119SA,Turboprop,2,36.22427,-115.003934,2025-07-11,09:16:34,2025,7,11,KLAS
SR22,Cirrus Design Corp,SR22T,N10KK,Piston,1,33.564752,-84.546804,2025-07-11,11:51:43,2025,7,11,KATL
PA34,Piper,PA-34-220T,N110RV,Piston,2,42.101933,-87.831038,2025-07-11,14:37:25,2025,7,11,KORD
PNR3,Daub Kenn,PIONEER 300 JS,N114CH,Piston,1,40.841454,-112.042478,2025-07-11,18:12:37,2025,7,11,KSLC
M20P,Mooney International Corp,M20V,N121PH,Piston,1,32.721356,-117.096071,2025-07-11,18:46:28,2025,7,11,KSAN
GLF4,Gulfstream Aerospace,GIV-X (G450),N102NY,Turbofan,2,40.723327,-73.926032,2025-07-11,20:30:19,2025,7,11,KTEB
E45X,Embraer,EMB-145XR,N11176,Turbofan,2,33.945486,-84.155142,2025-07-12,06:16:51,2025,7,12,KPDK
M20P,Mooney,M20C,N104PB,Piston,1,40.718558,-74.119509,2025-07-12,10:42:05,2025,7,12,KTEB
E75L,Shell George R,RUTAN LONG EZE,N10LZ,Piston,1,32.716404,-117.299886,2025-07-12,13:30:17,2025,7,12,KSAN
S22T,Cirrus Design Corp,SR22,N100ZW,Piston,1,37.626997,-122.318917,2025-07-12,14:27:42,2025,7,12,KSFO
C150,Cessna,150L,N11492,Piston,1,26.014633,-80.250291,2025-07-12,14:46:53,2025,7,12,KFLL
E45X,Embraer,EMB-145XR,N11184,Turbofan,2,44.092814,-88.642556,2025-07-12,15:28:22,2025,7,12,KOSH
BE33,Beech,33,N11ZT,Piston,1,39.610451,-104.849968,2025-07-12,19:44:58,2025,7,12,KAPA
C140,Cessna,140A,N1142D,Piston,1,40.753907,-111.950819,2025-07-12,21:55:50,2025,7,12,KSLC
GLF4,Gulfstream Aerospace,GIV-X (G450),N11PH,Turbofan,2,39.972356,-104.769308,2025-07-12,22:38:02,2025,7,12,KDEN
L13,Aerotechnik,L-13 SEH VIVAT,N113AJ,Piston,1,40.992922,-74.08335,2025-07-13,06:01:45,2025,7,13,KTEB
C180,Cessna,180,N1180B,Piston,1,41.158638,-73.759723,2025-07-13,08:54:47,2025,7,13,KHPN
B206,Bell Helicopter Textron,206L-1,N108AE,Turboshaft,1,42.257682,-88.039063,2025-07-13,11:12:11,2025,7,13,KPWK
SKYR,Gallagher Chris R,SKYRANGER II,N113CG,2-Cycle,1,39.876275,-104.580174,2025-07-13,11:31:45,2025,7,13,KDEN
C172,Cessna,172P,N111EX,Piston,1,33.352605,-112.134623,2025-07-13,16:59:27,2025,7,13,KPHX
M20P,Mooney Aircraft Corp.,M20K,N1171A,Piston,1,32.938297,-96.907166,2025-07-13,19:34:21,2025,7,13,KADS
C150,Cessna,150B,N1211Y,Piston,1,25.956258,-80.045948,2025-07-13,20:49:11,2025,7,13,KFLL
PA18,Piper,PA-18,N102LW,Piston,1,32.810012,-96.904687,2025-07-13,20:59:32,2025,7,13,KDFW
SR22,Cirrus Design Corp,SR22T,N117ME,Piston,1,33.804935,-84.180016,2025-07-13,22:26:32,2025,7,13,KPDK
RV12,Vans Aircraft Inc,RV-12,N112J,2-Cycle,1,34.358027,-118.626953,2025-07-14,13:20:07,2025,7,14,KVNY
SF50,Cirrus Design Corp,SF50,N116PS,Turbofan,1,42.206847,-87.880783,2025-07-14,17:48:46,2025,7,14,KPWK
A321,Airbus Industrie,A321-231,N111ZM,Turbofan,2,42.232591,-71.054033,2025-07-14,18:42:23,2025,7,14,KBOS
PA28,Piper,PA-28-180,N1206T,Piston,1,26.103162,-80.228045,2025-07-15,10:45:01,2025,7,15,KFLL
C150,Cessna,150B,N1176Y,Piston,1,42.365656,-71.075337,2025-07-16,07:25:27,2025,7,16,KBOS
BE55,Beech,E-55,N1015W,Piston,2,30.129258,-95.330791,2025-07-16,14:57:05,2025,7,16,KIAH
M20P,Mooney,M20J,N1065X,Piston,1,30.013397,-95.326056,2025-07-16,15:18:30,2025,7,16,KIAH
E45X,Embraer,EMB-145XR,N12166,Turbofan,2,47.389553,-122.295468,2025-07-16,15:49:29,2025,7,16,KSEA
C21T,Cessna,421C,N10FF,Piston,2,40.953298,-73.97885,2025-07-16,16:06:55,2025,7,16,KTEB
C182,Cessna,182P,N11995,Piston,1,33.595697,-84.32298,2025-07-16,19:51:48,2025,7,16,KATL
C172,Cessna,172M,N12181,2-Cycle,1,26.062666,-80.223505,2025-07-16,20:42:19,2025,7,16,KFLL
C525,Cessna,525,N101U,Turbofan,2,40.764341,-74.107074,2025-07-17,08:56:40,2025,7,17,KEWR
C150,Cessna,150L,N10681,Piston,1,41.987907,-87.882846,2025-07-17,16:56:30,2025,7,17,KORD
PA34,Piper,PA-34-200T,N10BN,Piston,2,40.508909,-73.881014,2025-07-17,16:59:03,2025,7,17,KJFK
PA28,Piper,PA-28-180,N100HR,Piston,1,44.126778,-88.704043,2025-07-17,18:11:23,2025,7,17,KOSH
M20P,Mooney,M20J,N11423,Piston,1,32.939164,-96.960901,2025-07-17,21:45:55,2025,7,17,KDFW
PA28,Piper,PA-28R-200,N1164X,Piston,1,33.551012,-111.904919,2025-07-18,10:22:12,2025,7,18,KPHX
YALE,North American,NAVION D,N10JF,Piston,1,40.667982,-111.989329,2025-07-18,17:36:44,2025,7,18,KSLC
C150,Cessna,150L,N10459,Piston,1,32.871659,-117.219683,2025-07-18,18:55:09,2025,7,18,KSAN
SR20,Cirrus Design Corp,SR20,N1144G,Piston,1,39.528947,-104.751979,2025-07-18,20:35:35,2025,7,18,KAPA
C172,Cessna,172S,N105HF,Piston,1,42.217933,-70.866694,2025-07-19,07:01:52,2025,7,19,KBOS
C182,Cessna,182T,N1194R,Piston,1,39.732365,-104.704723,2025-07-19,08:47:13,2025,7,19,KDEN
S22T,Cirrus Design Corp,SR22,N1086C,Piston,1,37.5215,-122.392237,2025-07-19,14:40:25,2025,7,19,KSFO
C206,Cessna,U206F,N109RC,Piston,1,35.984767,-115.108198,2025-07-19,19:25:24,2025,7,19,KLAS
S22T,Cirrus Design Corp,SR22,N118WH,Piston,1,42.06609,-87.764444,2025-07-19,20:24:16,2025,7,19,KORD
RV10,Syracuse Victor F,RV-10,N10VC,2-Cycle,1,33.451051,-111.950399,2025-07-19,20:44:38,2025,7,19,KPHX
C210,Cessna,210L,N10HG,Piston,1,42.349875,-71.052432,2025-07-19,21:21:07,2025,7,19,KBOS
C182,Cessna,182P,N1028M,Piston,1,40.721307,-73.968078,2025-07-20,06:44:26,2025,7,20,KTEB
C150,Cessna,150L,N11332,Piston,1,39.620481,-104.765962,2025-07-20,09:18:52,2025,7,20,KAPA
C150,Cessna,150B,N1227Y,Piston,1,33.438235,-111.896089,2025-07-20,10:42:49,2025,7,20,KPHX
AT3T,Air Tractor Inc,AT-402A,N10189,Turboprop,1,33.447632,-111.890337,2025-07-20,10:49:37,2025,7,20,KPHX
R22,Robinson Helicopter,R22 BETA,N115DD,Piston,1,40.777954,-73.701226,2025-07-20,21:23:53,2025,7,20,KJFK
SR22,Cirrus Design Corp,SR22T,N106MC,Piston,1,33.472898,-112.076881,2025-07-21,07:03:36,2025,7,21,KPHX
C185,Cessna,A185F,N111BL,Piston,1,42.121594,-83.369326,2025-07-21,07:09:34,2025,7,21,KDTW
BE33,Beech,F33A,N114PL,Piston,1,33.053106,-96.954237,2025-07-21,08:56:59,2025,7,21,KADS
C150,Cessna,150L,N11781,Piston,1,41.977257,-87.762972,2025-07-21,09:21:37,2025,7,21,KORD
R44,Robinson Helicopter Company,R44 II,N117LE,Piston,1,33.529172,-112.031877,2025-07-21,14:09:59,2025,7,21,KPHX
G3,Remos Acft Gmbh Flugzeugbau,REMOS GX,N105GX,2-Cycle,1,42.26388,-71.103967,2025-07-21,15:16:40,2025,7,21,KBOS
C152,Cessna,152,N10VF,2-Cycle,1,42.348961,-70.862789,2025-07-21,15:28:12,2025,7,21,KBOS
C210,Cessna,T210L,N100YN,Piston,1,32.697273,-117.093464,2025-07-21,16:22:14,2025,7,21,KSAN
B58T,Beech,58P,N1042T,Piston,2,33.785857,-84.188126,2025-07-21,17:19:04,2025,7,21,KPDK
RV6,Reed Gary,RV-6,N1024R,Piston,1,40.708128,-74.13942,2025-07-21,18:20:01,2025,7,21,KTEB
C172,Cessna,172M,N12261,2-Cycle,1,40.753059,-111.980657,2025-07-22,07:41:32,2025,7,22,KSLC
CL30,Long Danny P,CHALLENGER II LSS,N10059,Rocket,1,42.288791,-83.212827,2025-07-22,11:26:25,2025,7,22,KDTW
S22T,Cirrus Design Corp,SR22,N101GW,Piston,1,32.846308,-117.342759,2025-07-22,13:09:04,2025,7,22,KSAN
C150,Cessna,150L,N10891,Piston,1,40.644934,-73.733754,2025-07-22,18:29:30,2025,7,22,KJFK
B206,Bell,206B-III,N117AR,Turboshaft,1,37.582377,-122.25394,2025-07-22,19:21:48,2025,7,22,KSFO
DHC2,Dehavilland,DHC-2 MK. I(L20A),N10349,Piston,1,33.820547,-118.352341,2025-07-22,19:51:16,2025,7,22,KLAX
M20P,Mooney,M20R,N1047L,Piston,1,39.96197,-104.589475,2025-07-22,21:19:27,2025,7,22,KDEN
EFOX,Aeropro Cz,EUROFOX LSA,N114J,2-Cycle,1,33.566038,-84.524704,2025-07-22,21:29:06,2025,7,22,KATL
C210,Cessna,P210N,N11JJ,Piston,1,40.592223,-73.699669,2025-07-23,10:03:24,2025,7,23,KJFK
C560,Cessna,560XL,N110DT,Turbofan,2,32.794691,-96.916239,2025-07-23,12:23:55,2025,7,23,KDFW
M20P,Mooney,M20C,N1214X,Piston,1,29.857885,-95.431733,2025-07-23,15:33:53,2025,7,23,KIAH
CLON,Clifford L Schultz,CAVALON,N113CX,2-Cycle,1,39.654999,-104.782353,2025-07-23,16:23:04,2025,7,23,KAPA
PA31,Piper,PA-31-350,N111CF,Piston,2,42.340739,-71.001302,2025-07-23,16:28:31,2025,7,23,KBOS
C525,Cessna,525B,N106JT,Turbofan,2,42.33751,-70.871905,2025-07-23,16:50:53,2025,7,23,KBOS
BE50,Burkhart Grob,G 103 TWIN II,N103XS,None,0,33.496313,-111.799533,2025-07-23,17:56:15,2025,7,23,KSDL
C172,Cessna,172M,N1117U,2-Cycle,1,36.072951,-115.125463,2025-07-23,19:57:01,2025,7,23,KLAS
BE36,Beech,A36,N109TY,Piston,1,40.778377,-73.418429,2025-07-24,06:32:36,2025,7,24,KFRG
Y18T,Yak,18T,N1218T,Piston,1,33.366914,-112.001323,2025-07-24,09:01:15,2025,7,24,KPHX
C177,Cessna,177B,N11600,Piston,1,28.363154,-81.183255,2025-07-24,12:28:27,2025,7,24,KMCO
BE36,Beech,A36,N1063W,Piston,1,40.602711,-73.446406,2025-07-24,16:25:36,2025,7,24,KFRG
C182,Cessna,182T,N103AR,Piston,1,34.258537,-118.609865,2025-07-24,17:49:20,2025,7,24,KVNY
C172,Cessna,172G,N1108F,Piston,1,40.670346,-73.530939,2025-07-24,19:56:35,2025,7,24,KFRG
C150,Cessna,150L,N10518,Piston,1,44.754403,-93.333538,2025-07-24,21:02:03,2025,7,24,KMSP
R44,Robinson Helicopter,R44,N114ER,Piston,1,40.579147,-74.275891,2025-07-24,21:12:32,2025,7,24,KEWR
PC12,Pilatus Aircraft Ltd,PC-12,N116SK,Turboprop,1,40.816826,-73.446379,2025-07-25,13:10:47,2025,7,25,KFRG
PA11,Piper,PA-18-105 SPECIAL,N105T,Piston,1,33.586972,-84.320501,2025-07-25,14:23:27,2025,7,25,KATL
PA23,Piper,PA-23,N105EB,Piston,2,30.092201,-95.346835,2025-07-25,14:36:32,2025,7,25,KIAH
C150,Cessna,150L,N10942,Piston,1,28.433731,-81.359186,2025-07-25,19:36:57,2025,7,25,KMCO
PA28,Piper,PA-28R-200,N1118X,Piston,1,36.040773,-115.064629,2025-07-25,20:46:00,2025,7,25,KLAS
C150,Cessna,150L,N10787,Piston,1,39.461367,-104.929875,2025-07-26,11:47:34,2025,7,26,KAPA
S22T,Cirrus Design Corp,SR22,N107PB,Piston,1,32.61304,-117.16656,2025-07-26,15:51:58,2025,7,26,KSAN
PA11,Polen,SPECIAL II,N11DP,Piston,1,43.96661,-88.703165,2025-07-26,19:50:16,2025,7,26,KOSH
C150,Cessna,150B,N1163Y,Piston,1,44.131045,-88.582841,2025-07-26,21:19:58,2025,7,26,KOSH
DHC3,Dehavilland,DHC-3,N104BM,Turboprop,1,37.739477,-122.28543,2025-07-27,07:14:53,2025,7,27,KSFO
SR22,Cirrus Design Corp,SR22T,N102HC,Piston,1,42.221151,-83.229186,2025-07-27,13:13:21,2025,7,27,KDTW
PA46,Piper,PA 46-350P,N112HD,Piston,1,40.687579,-74.086201,2025-07-27,13:34:51,2025,7,27,KEWR
PA28,Piper,PA-28R-201,N1043Q,Piston,1,40.685091,-112.00469,2025-07-27,14:34:32,2025,7,27,KSLC
EUPA,Farley Marvin E,EUROPA MONOWHEEL,N100MF,Piston,1,39.536612,-104.987646,2025-07-27,14:54:17,2025,7,27,KAPA
EA50,Eclipse Aviation Corp,EA500,N100VA,Turbofan,2,39.779076,-104.554667,2025-07-27,17:45:14,2025,7,27,KDEN
CRUZ,Czech Sport Aircraft A S,SPORTCRUISER,N119BF,2-Cycle,1,26.005625,-80.098402,2025-07-27,18:56:50,2025,7,27,KFLL
M20P,Mooney,M20J,N11068,Piston,1,33.874856,-84.168332,2025-07-27,20:27:37,2025,7,27,KPDK
C140,Cessna,140A,N1112D,Piston,1,39.756992,-104.721236,2025-07-27,20:39:08,2025,7,27,KDEN
GLAS,Kirk Robert,GLASAIR III,N110TT,Piston,1,39.816524,-104.646153,2025-07-28,07:10:25,2025,7,28,KDEN
M20P,Mooney,M20J,N11MH,Piston,1,28.405363,-81.381986,2025-07-28,11:16:25,2025,7,28,KMCO
LJ45,Learjet Inc,45,N100FK,Turbofan,2,37.512579,-122.433365,2025-07-28,14:43:57,2025,7,28,KSFO
PC12,Pilatus Aircraft Ltd,PC-12/47E,N11NY,Turboprop,1,28.459401,-81.169253,2025-07-29,08:29:13,2025,7,29,KMCO
C150,Cessna,150L,N10929,Piston,1,40.879887,-111.952673,2025-07-29,10:25:04,2025,7,29,KSLC
COL4,Theodore J Berger,SAFARI 400,N1045M,Piston,1,32.911081,-96.888018,2025-07-29,11:12:49,2025,7,29,KADS
C120,Cessna,120,N120KF,Piston,1,28.419083,-81.339879,2025-07-29,15:56:32,2025,7,29,KMCO
PA23,Piper,PA-23-250,N1008N,Piston,2,44.883017,-93.282578,2025-07-29,18:30:33,2025,7,29,KMSP
E45X,Embraer,EMB-145XR,N12126,Turbofan,2,32.589814,-117.228112,2025-07-29,18:44:05,2025,7,29,KSAN
BE55,Beech,95-B55 (T42A),N1047W,Piston,2,40.868281,-111.971322,2025-07-29,22:13:15,2025,7,29,KSLC
C02T,Cessna,402C,N106CA,Piston,2,40.782363,-73.635179,2025-07-29,22:19:49,2025,7,29,KJFK
PA23,Piper,PA-23-250,N105CH,Piston,2,40.869785,-111.965988,2025-07-30,07:00:24,2025,7,30,KSLC
C172,Cessna,172M,N12180,2-Cycle,1,37.764226,-122.505588,2025-07-30,10:44:15,2025,7,30,KSFO
PA32,Piper,PA32-301XTC,N1218W,Piston,1,33.97021,-118.323424,2025-07-30,15:52:22,2025,7,30,KLAX
S22T,Cirrus Design Corp,SR22,N118HH,Piston,1,33.482074,-111.871744,2025-07-30,18:22:36,2025,7,30,KSDL
C2,Eurocopter Deutschland Gmbh,MBB-BK 117 C-2,N103VU,Turboshaft,2,40.761135,-73.886571,2025-07-30,20:01:09,2025,7,30,KJFK
CC11,Kenneth A Pabst,CUB CRAFTERS CCK1865,N114KP,Piston,1,40.705409,-73.368085,2025-07-31,10:48:17,2025,7,31,KFRG
BE35,Beech,S35,N113V,Piston,1,32.872414,-96.908243,2025-07-31,11:26:15,2025,7,31,KADS
B206,Bell Helicopter Textron Canada,206B,N105AT,Turboshaft,1,40.804221,-73.535306,2025-07-31,11:49:11,2025,7,31,KFRG
C182,Cessna,TR182,N113CJ,Piston,1,39.756139,-104.663554,2025-07-31,13:56:26,2025,7,31,KDEN
RC70,Rockwell International,114,N114SS,Piston,1,33.812131,-84.224211,2025-07-31,15:01:48,2025,7,31,KPDK
R44,Robinson Helicopter Company,R44 II,N108EH,Piston,1,40.8768,-73.438288,2025-07-31,17:38:58,2025,7,31,KFRG
SR22,Cirrus Design Corp,SR22T,N110DK,Piston,1,36.050843,-115.155575,2025-07-31,17:57:46,2025,7,31,KLAS
C182,Cessna,T182T,N1204C,Turboprop,1,32.598241,-117.265206,2025-07-31,21:24:45,2025,7,31,KSAN
C150,Cessna,150L,N10615,Piston,1,41.179066,-73.743478,2025-07-31,22:28:55,2025,7,31,KHPN
M20P,Mooney,M20J,N1021K,Piston,1,42.016214,-87.787861,2025-08-01,09:33:09,2025,8,1,KPWK
C182,Cessna,182P,N1041M,Piston,1,42.221584,-88.010358,2025-08-01,09:50:20,2025,8,1,KPWK
C172,Cessna,172G,N1107F,Piston,1,40.649354,-73.744504,2025-08-01,12:54:04,2025,8,1,KJFK
PA28,Piper,PA-28-180,N1034X,Piston,1,26.1821,-80.039337,2025-08-01,14:37:56,2025,8,1,KFLL
GLAS,Young Jm/Rockwell Ce,GLASAIR SH2R,N113JY,Piston,1,36.110375,-115.243207,2025-08-01,19:03:49,2025,8,1,KLAS
FA50,Dassault-Breguet,FALCON 50,N105SJ,Turbofan,3,25.696884,-80.244968,2025-08-02,06:47:03,2025,8,2,KMIA
C208,Cessna,208B,N1031P,Turboprop,1,32.827943,-117.183409,2025-08-02,07:18:35,2025,8,2,KSAN
SA30,Young G L,STARDUSTER II SA300,N11GY,Piston,1,32.851173,-96.761608,2025-08-02,09:35:37,2025,8,2,KADS
BE50,Burkhart Grob Luft Und Raumfah,G103 TWIN ASTIR TRAI,N103T,None,0,32.933008,-97.132739,2025-08-02,10:09:06,2025,8,2,KDFW
C172,Cessna,172M,N1182U,2-Cycle,1,42.199159,-87.754414,2025-08-02,11:46:00,2025,8,2,KPWK
C150,Cessna,150L,N10454,Piston,1,42.50311,-70.925983,2025-08-02,12:28:37,2025,8,2,KBOS
M20P,Mooney,M20C,N1218X,Piston,1,33.712092,-111.965281,2025-08-02,21:52:53,2025,8,2,KSDL
E135,Embraer,ERJ 170-200 LR,N112HQ,Turbofan,2,32.881777,-117.096429,2025-08-02,22:34:14,2025,8,2,KSAN
LJ25,Gates Learjet,25D,N107RM,Jet,2,25.828209,-80.357414,2025-08-03,09:30:01,2025,8,3,KMIA
M20P,Mooney,M20J,N1151N,Piston,1,47.498068,-122.310453,2025-08-03,15:01:53,2025,8,3,KSEA
M20P,Mooney,M20J,N1158K,Piston,1,36.132426,-115.269065,2025-08-03,15:45:00,2025,8,3,KLAS
PA28,Piper,PA-28-151,N1163X,Piston,1,42.120905,-83.466036,2025-08-03,15:52:02,2025,8,3,KDTW
RV4,Harrison Ted W,RV-4,N10TH,Piston,1,32.912885,-96.911678,2025-08-03,17:06:30,2025,8,3,KDFW
M20P,Mooney,M20J,N1147A,Piston,1,33.928498,-84.227496,2025-08-03,17:09:08,2025,8,3,KPDK
BE35,Beech,V35,N109Q,Piston,1,36.028493,-115.087585,2025-08-03,17:56:31,2025,8,3,KLAS
YALE,Ryan,NAVION,N109DS,Piston,1,33.012535,-96.741216,2025-08-03,20:52:14,2025,8,3,KADS
A321,Airbus,A321-211,N106DN,Turbofan,2,40.642125,-73.637603,2025-08-04,08:08:31,2025,8,4,KJFK
PA18,Piper,PA-18-125,N1017A,Piston,1,40.963769,-74.133311,2025-08-04,09:56:58,2025,8,4,KTEB
M20P,Mooney,M20J,N100NY,Piston,1,42.183964,-87.880842,2025-08-04,10:19:16,2025,8,4,KPWK
C172,Cessna,172S,N118SV,Piston,1,42.24231,-83.377823,2025-08-04,11:40:09,2025,8,4,KDTW
E75L,King Larry L,LONG EZ,N113EZ,Piston,1,44.953782,-93.093001,2025-08-04,13:21:01,2025,8,4,KMSP
M4,Maule,M-4,N12031,Piston,1,33.930146,-84.358773,2025-08-04,14:48:41,2025,8,4,KPDK
PA28,Piper,PA-28R-180,N1094T,Piston,1,34.132272,-118.618605,2025-08-04,17:51:46,2025,8,4,KVNY
RC70,Rockwell International,114,N114KL,Piston,1,40.964473,-74.091935,2025-08-04,19:34:52,2025,8,4,KTEB
E135,Cessna,195,N1083D,Piston,1,39.615192,-104.740617,2025-08-05,06:27:45,2025,8,5,KAPA
M20P,Mooney Aircraft Corp.,M20K,N1157K,Piston,1,41.980246,-87.920644,2025-08-05,09:16:13,2025,8,5,KPWK
TB20,Socata,TB-20 TRINIDAD,N114DK,Piston,1,40.630191,-73.425047,2025-08-05,13:02:58,2025,8,5,KFRG
C210,Cessna,T210N,N1199U,Piston,1,42.184871,-83.371248,2025-08-05,14:53:34,2025,8,5,KDTW
R22,Robinson Helicopter,R22 BETA,N111AH,Piston,1,41.880669,-88.030205,2025-08-05,15:53:12,2025,8,5,KORD
PA11,Pitts-Guice,PITTS SPECIAL 150 HP,N10CG,Piston,1,29.986525,-95.310615,2025-08-05,17:30:47,2025,8,5,KIAH
C150,Cessna,150L,N11846,Piston,1,32.81521,-117.100366,2025-08-06,06:07:47,2025,8,6,KSAN
C172,Cessna,R172K,N1147V,Piston,1,28.28299,-81.291323,2025-08-06,08:34:34,2025,8,6,KMCO
BE35,Beech,V35A,N10UD,Piston,1,47.394275,-122.371107,2025-08-06,08:47:32,2025,8,6,KSEA
M20P,Mooney,M20J,N1018C,Piston,1,39.860957,-104.58041,2025-08-06,10:18:02,2025,8,6,KDEN
BR23,Brm Aero Sro,BRISTELL S-LSA,N101LW,2-Cycle,1,42.34219,-83.350762,2025-08-06,11:08:47,2025,8,6,KDTW
SR22,Cirrus Design Corp,SR22T,N121LW,Piston,1,41.824285,-87.880968,2025-08-06,13:14:54,2025,8,6,KORD
FDCT,Flight Design Gmbh,CTSW,N108EM,2-Cycle,1,32.915959,-96.969846,2025-08-06,15:01:38,2025,8,6,KADS
BE10,Hood Lloyd A,AIR CREATION GTE,N104LH,Rocket,1,47.377894,-122.434675,2025-08-06,15:24:21,2025,8,6,KSEA
PA11,Larkin,PITTS SPECIAL,N100Q,Piston,1,40.821885,-112.080779,2025-08-06,16:23:42,2025,8,6,KSLC
C150,Cessna,150L,N11815,Piston,1,33.400555,-111.929258,2025-08-06,22:01:13,2025,8,6,KPHX
C172,Cessna,172S,N115LW,Piston,1,40.757883,-73.706059,2025-08-07,07:29:46,2025,8,7,KJFK
BE10,Derreberry Roger G,X AIR F,N1002C,Piston,1,26.158944,-80.15519,2025-08-07,10:08:46,2025,8,7,KFLL
AT3T,Air Tractor Inc,AT-402A,N110BH,Turboprop,1,32.661198,-117.23115,2025-08-07,17:02:27,2025,8,7,KSAN
C150,Cessna,150L,N10688,Piston,1,44.935285,-93.254453,2025-08-07,17:50:02,2025,8,7,KMSP
RC70,Rockwell International,114,N116RC,Piston,1,40.772628,-73.375881,2025-08-07,18:26:45,2025,8,7,KFRG
M20P,Mooney,M20J,N1173N,Piston,1,34.024754,-118.424735,2025-08-07,19:56:36,2025,8,7,KLAX
FW90,Compher A M,REPLICA FOKKER-E-3,N1029D,Piston,1,40.73246,-74.051601,2025-08-08,09:23:55,2025,8,8,KTEB
BE50,Air Creation,TWIN,N118AN,Rocket,1,37.623695,-122.416024,2025-08-08,09:29:21,2025,8,8,KSFO
C150,Cessna,150L,N10843,Piston,1,33.537621,-112.051711,2025-08-08,12:53:11,2025,8,8,KSDL
E75L,Heusinkveld Daryl L,LONG EZ,N111DH,Piston,1,34.061711,-118.519179,2025-08-08,14:01:52,2025,8,8,KLAX
C525,Cessna,525A,N103CL,Turbofan,2,42.030967,-87.898036,2025-08-08,14:57:24,2025,8,8,KPWK
BE76,Beech,76,N11VN,Piston,2,32.988278,-97.061926,2025-08-08,15:33:50,2025,8,8,KDFW
C310,Cessna,310,N112HR,Piston,2,37.654678,-122.42163,2025-08-08,16:37:33,2025,8,8,KSFO
GLSP,Lester Morton W,SPORTSMAN,N10VA,Piston,1,39.842889,-104.678793,2025-08-08,19:03:10,2025,8,8,KDEN
C150,Cessna,150L,N1203Q,Piston,1,33.63993,-112.021577,2025-08-09,06:10:51,2025,8,9,KSDL
B429,Bell Helicopter Textron Canada,429,N111TD,Turboshaft,2,40.962359,-73.687363,2025-08-09,07:55:03,2025,8,9,KHPN
